Course Code,Course Name,Tuition Fee,Application Fee,Intake,Degree,Minimum Level of Education Required,Min GPA,Min TOEFL (Reading),Min TOEFL (Writing),Min TOEFL (Listening),Min TOEFL (Speaking),Min IELTS (Reading),Min IELTS (Writing),Min IELTS (Listening),Min IELTS (Speaking),School ID,DLI#,Min TOEFL iBT,Min IELTS Overall
,Bachelor of Business Administration - Marketing,"22,950.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,50.00%,,,,,,,,,1125,,61,6
,Bachelor of Arts - Communication - Public Relations,"22,950.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,50.00%,,,,,,,,,1125,,61,6
,Bachelor of Arts - Communication - Speech Communication,"22,950.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,50.00%,,,,,,,,,1125,,61,6
,Bachelor of Arts - English,"22,950.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,50.00%,,,,,,,,,1125,,61,6
,Bachelor of Arts - Spanish,"22,950.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,50.00%,,,,,,,,,1125,,61,6
,Bachelor of Science - Special Education,"22,950.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,50.00%,,,,,,,,,1125,,61,6
,Bachelor of Science - Interdisciplinary Studies - Elementary Education (K-5),"22,950.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,50.00%,,,,,,,,,1125,,61,6
,Bachelor of Science - Interdisciplinary Studies - Middle Grades Education (6-8),"22,950.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,50.00%,,,,,,,,,1125,,61,6
,Bachelor of Arts - Art - Studio Art,"22,950.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,50.00%,,,,,,,,,1125,,61,6
,Bachelor of Arts - Art - Graphic Design,"22,950.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,50.00%,,,,,,,,,1125,,61,6
,Bachelor of Arts - Interactive Digital Design - Art,"22,950.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,50.00%,,,,,,,,,1125,,61,6
,Bachelor of Science - Interactive Digital Design - Computer Science,"22,950.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,50.00%,,,,,,,,,1125,,61,6
,Bachelor of Arts - Music,"22,950.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,50.00%,,,,,,,,,1125,,61,6
,Bachelor of Arts - Photography,"22,950.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,50.00%,,,,,,,,,1125,,61,6
,Bachelor of Arts - Theatre,"22,950.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,50.00%,,,,,,,,,1125,,61,6
,Bachelor of Arts - History,"22,950.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,50.00%,,,,,,,,,1125,,61,6
,Bachelor of Arts - Law and Politics,"22,950.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,50.00%,,,,,,,,,1125,,61,6
,Bachelor of Science - Computer Science,"22,950.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,50.00%,,,,,,,,,1125,,61,6
,Bachelor of Science - Cybersecurity,"22,950.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,50.00%,,,,,,,,,1125,,61,6
,Bachelor of Science - Mathematics,"22,950.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,50.00%,,,,,,,,,1125,,61,6
,Bachelor of Science - Nursing,"22,950.00",0,Start: Aug 2020Aug 2021,4-Year Bachelor's Degree,Grade 12 / High School,50.00%,,,,,,,,,1125,,61,6
,General English,"5,100.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,922,,,
,Semi-Intensive English,"13,920.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,922,,,
,Intensive English,"15,200.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,922,,,
,TOEFL iBT amd Academic English Intensive,"8,400.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,922,,55,5.5
,TOEFL iBT and Academic English (Part-Time),"5,580.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,922,,55,5.5
,Academic Year,"12,480.00",185,"Start: Apr 2020, Jun 2020, Jul 2020, Aug 2020, Sep 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,922,,,
,Intensive Academic Year,"13,280.00",185,"Start: Apr 2020, Jun 2020, Jul 2020, Aug 2020, Sep 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,922,,,
,Academic Semester (5 months),"8,400.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,922,,,
,Academic Semester (6 months),"9,960.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,922,,,
,Intensive Academic Semester (5 months),"9,200.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,922,,,
,Intensive Academic Semester (6 months),"10,920.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,922,,,
,General English,"5,100.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,921,,,
,Semi-Intensive English,"13,920.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,921,,,
,Intensive English,"15,200.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,921,,,
,Business Supplementary,"5,550.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,921,,37,4.5
,TOEFL iBT and Academic English Intensive,"8,400.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,921,,55,5.5
,TOEFL iBT and Academic English (Part-Time),"5,580.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,921,,55,5.5
,Academic Year,"12,480.00",185,"Start: Apr 2020, Jun 2020, Jul 2020, Aug 2020, Sep 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,921,,,
,Intensive Academic Year,"13,280.00",185,"Start: Apr 2020, Jun 2020, Jul 2020, Aug 2020, Sep 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,921,,,
,Academic Semester (5 months),"8,400.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,921,,,
,Academic Semester (6 months),"9,960.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,921,,,
,Intensive Academic Semester (5 months),"9,200.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,921,,,
,Intensive Academic Semester (6 months),"10,920.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,921,,,
,GMAT Exam Preparation,"2,460.00",185,"Start: Feb 2020, May 2020, Aug 2020, Nov 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,921,,77,6.5
,GRE Exam Preparation,"2,460.00",185,"Start: Apr 2020, Jul 2020, Sep 2020, Dec 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,921,,77,6.5
,General English,"5,100.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,920,,,
,Semi-Intensive English,"13,920.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Deadline: Sep 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,920,,,
,Intensive English,"15,200.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,920,,,
,Business Supplementary,"5,550.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,920,,37,4.5
,TOEFL iBT and Academic English Intensive,"8,400.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,920,,55,5.5
,TOEFL iBT and Academic English (Part-Time),"5,580.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,920,,55,5.5
,Academic Year,"12,480.00",185,"Start: Apr 2020, Jun 2020, Jul 2020, Aug 2020, Sep 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,920,,,
,Intensive Academic Year,"13,280.00",185,"Start: Apr 2020, Jun 2020, Jul 2020, Aug 2020, Sep 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,920,,,
,Academic Semester (5 months),"8,400.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,920,,,
,Academic Semester (6 months),"9,960.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,920,,,
,Intensive Academic Semester (5 months),"9,200.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,920,,,
,Intensive Academic Semester (6 months),"10,920.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,920,,,
,GMAT Exam Preparation,"2,460.00",185,"Start: Feb 2020, May 2020, Aug 2020, Nov 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,920,,77,6.5
,GRE Exam Preparation,"2,460.00",185,"Start: Apr 2020, Jul 2020, Sep 2020, Dec 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,920,,77,6.5
,General English,"4,980.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,859,,,
,Semi-Intensive English,"13,440.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,859,,,
,Intensive English,"14,720.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,859,,,
,TOEFL iBT and Academic English Intensive,"7,680.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,859,,55,5.5
,TOEFL iBT and Academic English (Part-Time),"5,400.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,859,,55,5.5
,Academic Year,"12,160.00",185,"Start: Apr 2020, Jun 2020, Jul 2020, Aug 2020, Sep 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,859,,,
,Intensive Academic Year,"12,960.00",185,"Start: Apr 2020, Jun 2020, Jul 2020, Aug 2020, Sep 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,859,,,
,Academic Semester (5 months),"8,200.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,859,,,
,Academic Semester (6 months),"9,720.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,859,,,
,Intensive Academic Semester (5 months),"9,000.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,859,,,
,Intensive Academic Semester (6 months),"10,680.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,859,,,
,GMAT Exam Preparation,"2,460.00",185,"Start: Feb 2020, May 2020, Aug 2020, Nov 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,859,,77,6.5
,GRE Exam Preparation,"2,460.00",185,"Start: Apr 2020, Jul 2020, Sep 2020, Dec 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,859,,77,6.5
,General English,"4,980.00",185,"Start: Deadline: Nov 2019, Mar 2020, May 2020, Deadline: Mar 2020, Jul 2020, Deadline: May 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Deadline: Jul 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,858,,,
,Semi-Intensive English,"13,440.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,858,,,
,Intensive English,"14,720.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,858,,,
,TOEFL iBT and Academic English Intensive,"7,680.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,858,,55,5.5
,TOEFL iBT and Academic English (Part-Time),"5,400.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,858,,55,5.5
,Academic Year,"12,160.00",185,"Start: Apr 2020, Jun 2020, Jul 2020, Aug 2020, Sep 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,858,,,
,Intensive Academic Year,"12,960.00",185,"Start: Apr 2020, Jun 2020, Jul 2020, Aug 2020, Sep 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,858,,,
,Academic Semester (5 months),"8,200.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,858,,,
,Academic Semester (6 months),"9,720.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,858,,,
,Intensive Academic Semester (5 months),"9,000.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,858,,,
,Intensive Academic Semester (6 months),"10,680.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,858,,,
,GMAT Exam Preparation,"2,460.00",185,"Start: Feb 2020, May 2020, Aug 2020, Nov 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,858,,77,6.5
,GRE Exam Preparation,"2,460.00",185,"Start: Apr 2020, Jul 2020, Sep 2020, Dec 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,858,,77,6.5
,General English,"5,340.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,857,,,
,Semi-Intensive English,"14,240.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,857,,,
,Intensive English,"15,680.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,857,,,
,Business Intensive,"5,700.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,857,,37,4.5
,TOEFL iBT and Academic English Intensive,"8,640.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,857,,50,5.5
,TOEFL iBT and Academic English (Part-Time),"5,700.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,857,,50,5.5
,Academic Year,"12,800.00",185,"Start: Apr 2020, Jun 2020, Jul 2020, Aug 2020, Sep 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,857,,,
,Intensive Academic Year,"13,600.00",185,"Start: Apr 2020, Jun 2020, Jul 2020, Aug 2020, Sep 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,857,,,
,Academic Semester (5 months),"8,600.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,857,,,
,Academic Semester (6 months),"10,200.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,857,,,
,Intensive Academic Semester (5 months),"9,400.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,857,,,
,Intensive Academic Semester (6 months),"11,160.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,857,,,
,GMAT Exam Preparation,"2,460.00",185,"Start: Feb 2020, Apr 2020, Jul 2020, Aug 2020, Sep 2020, Nov 2020, Feb 2021, Apr 2021, Jul 2021, Aug 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,857,,77,6.5
,GRE Exam Preparation,"2,460.00",185,"Start: Feb 2020, Apr 2020, Jul 2020, Aug 2020, Sep 2020, Nov 2020, Feb 2021, Apr 2021, Jul 2021, Aug 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,857,,77,6.5
,Business Supplementary,"5,700.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,857,,37,4.5
,General English,"5,340.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,856,,,
,Semi-Intensive English,"14,240.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Deadline: Nov 2020, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,856,,,
,Intensive English,"15,680.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,856,,,
,Business Supplementary,"5,700.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,856,,37,4.5
,TOEFL iBT and Academic English Intensive,"8,640.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,856,,55,5.5
,TOEFL iBT and Academic English (Part-Time),"5,700.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,856,,55,5.5
,Academic Year,"12,800.00",185,"Start: Apr 2020, Jun 2020, Jul 2020, Aug 2020, Sep 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,856,,,
,Intensive Academic Year,"13,600.00",185,"Start: Apr 2020, Jun 2020, Jul 2020, Aug 2020, Sep 2020",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,856,,,
,Academic Semester (5 months),"8,600.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,856,,,
,Academic Semester (6 months),"10,200.00",185,"Start: Mar 2020, May 2020, Jul 2020, Sep 2020, Oct 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,856,,,
