Course Code,Course Name,Tuition Fee,Application Fee,Intake,Degree,Minimum Level of Education Required,Min GPA,Min TOEFL (Reading),Min TOEFL (Writing),Min TOEFL (Listening),Min TOEFL (Speaking),Min IELTS (Reading),Min IELTS (Writing),Min IELTS (Listening),Min IELTS (Speaking),School ID,DLI#,Min TOEFL iBT,Min IELTS Overall,Min PTE (Reading),Min PTE (Writing),Min PTE (Listening),Min PTE (Speaking),Min PTE Overall,Level,Stream,Sub Stream,Duration,City,Language,Consentration,Course URL,Campus,Application Deadline,Scholarship Available,Scholarship Detail,Backlog Range,Remarks,ESL/ELP Detail,ApplicationMode,DetScore,GRE,GMAT,Campus2,Campus3,Campus4,SAT
NECE4775,Pre-Master,12200,50 (Application fee is currently waived of),"Feb, Mar, May, Aug, Oct, Nov",Foundation,Bachelor's degree in non-business with minimum 60%. ,,,,,,6,6,6,6,,,90,6.5,,,,,,Foundation,"Commerce, Business and Administration","Sales, Marketing, Public Relations, Public Services, E-business, Digital Business, Digital Marketing",6 Months,,English,,https://www.new-european-college.com/master-for-non-business-graduates/,Munich,ASAP,No,,0-10,"The Pre-Master program is a pathway program to the MBM or MBA. Programs offered are fully (state) recognized and accredited (FIBAA) by Wittenborg University of Applied Sciences, Netherlands (WUAS). Application fee waiver for Krishna Consultants",,,,,,,,,
SRHU4775,MA in International Business and Leadership-(Fast track) -Hamburg Campus,12513,,"Apr, Oct",Postgraduate,To complete this program in 18 months student should have 3.5-year Bachelor's degree in Business/Management with minimum 58%  OR 3-year Bachelor's degree in Business/Management + 12 months of work experience in business/management OR 3.5-year Bachelor's degree in another area + min. 6 months of work experience in business/management OR 3-year Bachelor's degree (worth 180 ECTS) in another area + min. 18 months of work experience in business/management.,,,,,,,,,,,,,,,,,,,Postgraduate,Education,"Adult, Organisational Learning and Leadership",18 Months,,English,,https://www.srh-university-berlin.de/en/master/international-business-hamburg/,Hamburg,,,,0-10,English language profeciency test can be waved off.An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,,,,,,,
SRHU4775,MA in International Business and Leadership- (Dresden Campus),12513,,"Apr, Oct",Postgraduate,Three years Bachelor Degree with Minimum 58% in  Business/Management OR 3-year Bachelor's degree in another area + min. 6 months of work experience in business/management.,,,,,,,,,,,,,,,,,,,Postgraduate,Education,"Adult, Organisational Learning and Leadership",24 Months,,English,,https://www.srh-university-berlin.de/en/master/international-business-hamburg/,Dresden ,,,,0-10,English language profeciency test can be waved off.An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,,,,,,,
SRHU4775,MA in International Business and Leadership-(Fast track) -Dresden Campus,12513,,"Apr, Oct",Postgraduate,To complete this program in 18 months student should have 3.5-year Bachelor's degree in Business/Management with minimum 58%  OR 3-year Bachelor's degree in Business/Management + 12 months of work experience in business/management OR 3.5-year Bachelor's degree in another area + min. 6 months of work experience in business/management OR 3-year Bachelor's degree (worth 180 ECTS) in another area + min. 18 months of work experience in business/management.,,,,,,,,,,,,,,,,,,,Postgraduate,Education,"Adult, Organisational Learning and Leadership",18 Months,,English,,https://www.srh-berlin.de/en/master/international-business-dresden/,Dresden ,,,,0-10,English language profeciency test can be waved off.An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,,,,,,,
SRHU4775,MA in International Business and Leadership-Trade Management (Hamburg Campus),12513,,"Apr, Oct",Postgraduate,Three years Bachelor Degree with Minimum 58% in  Business/Management OR 3-year Bachelor's degree in another area + min. 6 months of work experience in business/management.,,,,,,,,,,,,,,,,,,,Postgraduate,Education,"Adult, Organisational Learning and Leadership",24 Months,,English,,https://www.srh-university-berlin.de/en/master/international-business-hamburg/,Hamburg,,,,0-10,English language profeciency test can be waved off.An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,,,,,,,
SRHU4775,Master in Hospitality Management and Leadership (Dresden Campus),10476,,"Apr, Oct",Postgraduate,"Three-years bachelor Degree with minimum 58%, in Hospitality or Hotel Management (or similar) OR 3-year Bachelor's degree (worth 180 ECTS) in an industry-relevant area + min. 6 months of work experience in the hospitality sector OR 3-year Bachelor's degree (worth 180 ECTS) in another area + min. 12 months of work experience in the hospitality sector",,,,,,,,,,,,,,,,,,,Postgraduate,Education,"Adult, Organisational Learning and Leadership",24 Months,,English,,https://www.srh-berlin.de/en/master/hospitality-management-dresden/,Dresden,,,,0-10,English Language Proficiency test can be Waved off.An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,,,,,,,
SRHU4775,MA in International Business and Leadership (Hamburg Campus),12513,,"Oct, Apr",Postgraduate,Three years Bachelor Degree with Minimum 58% in  Business/Management OR 3-year Bachelor's degree in another area + min. 6 months of work experience in business/management.,,,,,,,,,,,,,,,,,,,Postgraduate,Education,"Adult, Organisational Learning and Leadership",24 Months,,English,,https://www.srh-university-berlin.de/en/master/international-business-hamburg/,Hamburg,,,,0-10,English Language Proficiency test can be Waved off.An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,,,,,,,
SRHU4775,"M.Eng. Engineering in International Business - Renewable Energy, Water and Waste management (Berlin Campus)",12513,,"Apr, Oct",Postgraduate,"Bachelor's degree in Engineering (Environmental Engineering, Electrical Engineering, Computer Science, Mechatronic Engineering, Mechanical Engineering, Civil Engineering etc.) or (Natural) Sciences with minimum 65%.",,,,,,6,6,6,6,,,87,6.5,,,,,59,Postgraduate,Engineering and Engineering Trades,Applied Engineering,24 Months,,English,,https://www.srh-university-berlin.de/en/master/engineering-renewable-energy-berlin/,Berlin,,,,0-10,An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,95,,,,,,
SRHU4775,Master of Engineering &  Sustainable Technology Management (M.Eng.) -Smart Building Technologies- (Berlin Campus),12513,,"Apr, Oct",Postgraduate,"Bachelor's degree in Architecture, HVAC (Heating, Ventilation, Air Conditioning), Computer Science, Electrical Engineering or related fields with minimum 65%.",,,,,,6,6,6,6,,,87,6.5,,,,,,Postgraduate,Engineering and Engineering Trades,"Architectural Engineering, Structural Engineering",24 Months,,English,,https://www.srh-university-berlin.de/en/master/building-technologies-berlin/,Berlin,ASAP,,,0-10,An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,95,,,,,,
SRHU4775,M.Sc. In Computer Science- Big Data and Artificial Intelligence- (Berlin Campus),12513,,"Apr, Oct",Postgraduate,"Bachelor Degree with Minimum 65%  in Computer Science, Information Systems or a similar area of studies OR bachelors degree in any other field + Relevant experience & Understanding of programming languages, algorithms and machine learning fundamentals.This program includes internship of 6 months.",,,,,,6,6,6,6,,,87,6.5,,,,,59,Postgraduate,Computer Science and Information Technology,Artificial Intelligence,24 Months,,English,,https://www.srh-university-berlin.de/en/master/artificial-intelligence-berlin/,Berlin,,,,0-10,An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,95,,,,,,
SRHU4775,M.Sc. In Computer Science- Focus on Big Data and Artificial Intelligence (Fast track)- Berlin Campus,12513,,"Apr, Oct",Postgraduate,"3.5 years or 4 years Bachelor Degree in Computer Science, Information Systems or a similar area of studies with minimum 65% . ",,,,,,6,6,6,6,,,87,6.5,,,,,59,Postgraduate,Computer Science and Information Technology,Artificial Intelligence,18 Months,,English,,https://www.srh-university-berlin.de/en/master/artificial-intelligence-berlin/,Berlin,,,,0-10,An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,95,,,,,,
SRHU4775,BA in International Business Administration (Fast Track)  - Berlin Campus,9894,,"Apr, Oct",Undergraduate,For Admission to this program the students should have completed 13 years of Education with minimum 60% or higher from a recognised institution.13yrs of Education includes 10+2+1st year of University Education.This  Fast Track program is of duration 3 years including 14 weeks internship in the final semester.,,,,,,,,,,,,,,,,,,,Undergraduate,Arts,Arts,36 Months,,English,,https://www.srh-university-berlin.de/en/bachelor/degree-business-administration-berlin/,Berlin,,,,,English language profeciency test can be waived off. An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,,,,,,,
SRHU4775,BA in International Business Administration - Digital Marketing (Fast Track)- Berlin Campus,9894,,Oct,Undergraduate,For Admission to this program the students should have completed 13 years of Education with minimum 60% or higher from a recognised institution.13yrs of Education includes 10+2+1st year of University Education. This  Fast Track program is of duration 3 years including 14 weeks internship in the final semester.,,,,,,,,,,,,,,,,,,,Undergraduate,Arts,Arts,36 Months,,English,,https://www.srh-university-berlin.de/en/bachelor/marketing-berlin/,Berlin,,,,,English language profeciency test can be waived off. An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission. ,,,,,,,,,
SRHU4775,M.A in Entrepreneurship (Berlin Campus),12513,,"Apr, Oct",Postgraduate,3 years of Bachelor Degree with minimum 58% from a recognised university.,,,,,,,,,,,,,,,,,,,Postgraduate,Arts,Arts,24 Months,,English,,https://www.srh-berlin.de/master/entrepreneurship-berlin/,Berlin,,,,0-10,English Language Proficiency test can be Waved off.An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,,,,,,,
SRHU4775,M.A International Management (Berlin Campus),12513,,"Apr, Oct",Postgraduate,3 years of Bachelor Degree with minimum 58% from a recognised university.,,,,,,,,,,,,,,,,,,,Postgraduate,Arts,Arts,24 Months,,English,,https://www.srh-university-berlin.de/en/master/international-management-berlin/,Berlin,,,,0-10,English Language Proficiency test can be Waved off.An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,,,,,,,
SRHU4775,MA  in International Business & Leadership (Hamburg Campus),12513,,"Apr, Oct",Postgraduate,3-year Bachelor's degree in business/management with minimum 58% or Bachelor's degree in irrelevant field with minimum 58% + 6 months of relevant work experience,,,,,,,,,,,,,,,,,,,Postgraduate,Arts,Arts,24 Months,,English,,https://www.srh-campus-hamburg.de/en/study-programmes/international-business-leadership/,Hamburg,,,,0-10,English language proficiency test can be waived off.An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,,,,,,,
SRHU4775,BA in International Business Administration (Berlin Campus),8730,,"Apr, Oct",Undergraduate,For Admission to this program the students should have completed 13 years of Education with minimum 60% or higher from a recognised institution.13yrs of Education includes 10+2+1st year of University Education. This program is of 3.5 years duration (7 semesters) including internship/semester abroad (6 months) + internship in the final semester (14 weeks).,,,,,,,,,,,,,,,,,,,Undergraduate,Arts,Arts,42 Months,,English,,https://www.srh-university-berlin.de/en/bachelor/degree-business-administration-berlin/,Berlin,,,,,English language proficiency test can be waived off.An additional enrolment fee of €900 is to be paid once at the start of the programme.,,,,,,,,,
SRHU4775,BA in International Business Administration - Digital Marketing (Berlin Campus),8730,,"Apr, Oct",Undergraduate,For Admission to this program the students should have completed 13 years of Education with minimum 60% or higher from a recognised institution. 13yrs of Education includes 10+2+1st year of University Education. This program is of 3.5 years duration (7 semesters) including internship/semester abroad (6 months) + internship in the final semester (14 weeks).,,,,,,,,,,,,,,,,,,,Undergraduate,Arts,Arts,42 Months,,English,,https://www.srh-university-berlin.de/en/bachelor/marketing-berlin/,Berlin,,,,,English language proficiency test can be waived off.An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,,,,,,,
SRHU4775,BA in Creative Industries Management (Berlin Campus),8730,,"Apr, Oct",Undergraduate,For Admission to this program the students should have completed 13 years of Education with minimum 60% or higher from a recognised institution.13yrs of Education includes 10+2+1st year of University Education. ,,,,,,,,,,,,,,,,,,,Undergraduate,Arts,Arts,42 Months,,English,,https://www.srh-university-berlin.de/en/bachelor/degree-creative-industries-management-berlin/,Berlin,,,,,English language proficiency test can be waived off.An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,,,,,,,
SRHU4775,BA in Illustration- (Berlin Campus),8730,,"Apr, Oct",Undergraduate,For Admission to this program the students should have completed 13 years of Education with minimum 60% or higher from a recognised institution & Portfolio with approx. 20 own creative works. Mentioned 13yrs of Education includes 10+2+1st year of University Education. ,,,,,,,,,,,,,,,,,,,Undergraduate,Arts,Arts,42 Months,,English,,https://www.srh-university-berlin.de/en/bachelor/illustration-berlin/,Berlin,,,,,English language proficiency test can be waived off.An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,,,,,,,
SRHU4775,BA in Photography (Berlin Campus),8730,,"Apr, Oct",Undergraduate,For Admission to this program the students should have completed 13 years of Education with minimum 60% or higher from a recognised institution & Portfolio with approx. 15-20 creative works. 13yrs of Education includes 10+2+1st year of University Education.,,,,,,,,,,,,,,,,,,,Undergraduate,Arts,Arts,42 Months,,English,,https://www.srh-university-berlin.de/en/bachelor/degree-photography-berlin/,Berlin,,,,,English language proficiency test can be waived off. An additional enrolment fee of €900 is to be paid once at the start of the programme. ,,,,,,,,,
SRHU4775,BA in International Hotel Management (Dresden Campus),8730,,"Apr, Oct",Undergraduate,For Admission to this program the students should have completed 13 years of Education with minimum 60% or higher from a recognised institution.13yrs of Education includes 10+2+1st year of University Education.,,,,,,,,,,,,,,,,,,,Undergraduate,Arts,Arts,42 Months,,English,,https://www.srh-university-berlin.de/en/bachelor/degree-hotel-management-dresden/,Dresden,,,,,English language proficiency test can be waived off. An additional enrolment fee of €900 is to be paid once at the start of the programme. ,,,,,,,,,
SRHU4775,BA in Advertising & Brand Communication- (Berlin Campus),8730,,"Apr, Oct",Undergraduate,For Admission to this program the students should have completed 13 years of Education with minimum 60% or higher from a recognised institution & Portfolio with approx. 10 creative works. 13yrs of Education includes 10+2+1st year of University Education.,,,,,,,,,,,,,,,,,,,Undergraduate,Arts,Arts,42 Months,,English,,https://www.srh-university-berlin.de/en/bachelor/degree-advertising-communication-berlin/,Berlin,,,,,English language proficiency test can be waived off..An additional enrolment fee of €900 is to be paid once at the start of the programme. ,,,,,,,,,
SRHU4775,BA in Audio Design (Berlin Campus),8730,,"Apr, Oct",Undergraduate,For Admission to this program the students should have completed 13 years of Education with minimum 60% or higher from a recognised institution & Artistic works: three one-minute MP3s as independent artistic works. 13yrs of Education includes 10+2+1st year of University Education ,,,,,,,,,,,,,,,,,,,Undergraduate,Arts,Arts,42 Months,,English,,https://www.srh-university-berlin.de/en/bachelor/degree-sound-engineering-berlin/,Berlin,,,,,English language proficiency test can be waived off. An additional enrolment fee of €900 is to be paid once at the start of the programme. ,,,,,,,,,
SRHU4775,BA in Music Production (Berlin Campus),8730,,"Apr, Oct",Undergraduate,"For Admission to this program the students should have completed 13 years of Education with minimum 60% or higher from a recognised institution & Two songs in MP3 format: for  studies, student must choose and present an instrument (or vocals) as  main subject. Please upload your own compositions or interpretations of foreign pieces with your application (each lasting 1-4 minutes) 13yrs of Education includes 10+2+1st year of University Education ",,,,,,,,,,,,,,,,,,,Undergraduate,Arts,Arts,42 Months,,English,,https://www.srh-university-berlin.de/en/bachelor/degree-music-production-berlin/,Berlin,,,,,English language proficiency test can be waived off. An additional enrolment fee of €900 is to be paid once at the start of the programme. ,,,,,,,,,
SRHU4775,Bachelor of Music(B.Mus) in Popular Music (Berlin Campus),8730,,"Apr, Oct",Undergraduate,"For Admission to this program the students should have completed  13 years of Education with minimum 60% (13yrs of Education includes 10+2+1st year of University Education) & Two songs in MP3 format: for your studies, you must choose and present an instrument (or vocals) as your main subject. Please upload your own compositions or interpretations of foreign pieces with your application (each lasting 1-4 minutes)",,,,,,,,,,,,,,,,,,,Undergraduate,Arts,Arts,42 Months,,English,,https://www.srh-university-berlin.de/en/bachelor/degree-popular-music-berlin/,Berlin,,,,,English language proficiency test can be waived off. An additional enrolment fee of €900 is to be paid once at the start of the programme. ,,,,,,,,,
SRHU4775,Master of Arts in Strategic Design (Berlin Campus),10476,,Oct,Postgraduate,"Bachelor's degree from design disciplines such as design, architecture, art, photography or film minimum with 58% & portfolio presenting 15 to 20 of own creative works.",,,,,,,,,,,,,,,,,,,Postgraduate,Arts,Arts,24 Months,,English,,https://www.srh-berlin.de/en/master/strategic-design-berlin/,Berlin,,,,0-10,English language proficiency test can be waived off.An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,,,,,,,
SRHU4775,MA in Social Design & Sustainable Innovation (Berlin Campus),10476,,"Oct, Apr",Postgraduate,"Bachelor's degree with minimum 58% in any field.&  2-3 creative works, which could be submitted as film(s), text(s), photo(s), illustration(s) or any other creative form of expression",,,,,,,,,,,,,,,,,,,Postgraduate,Arts,Arts,24 Months,,English,,https://www.srh-berlin.de/en/master/social-design-berlin/,Berlin,,,,0-10,English language proficiency test can be waived off.An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,,,,,,,
SRHU4775,"MA in Film, Television and Digital Narratives (Berlin Campus)",10476,,"Oct, Apr",Postgraduate,"A Bachelor's degree with minimum 58% and 2-3 pieces of film work (film, screenplay/exposé for a screenplay or film analysis, links to films can be integrated in a pdf file).",,,,,,,,,,,,,,,,,,,Postgraduate,Arts,Arts,24 Months,,English,,https://www.srh-berlin.de/en/master/film-and-television-berlin/,Berlin,,,,0-10,English language proficiency test can be waived off.An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,,,,,,,
SRHU4775,MA in Photography (Berlin Campus),10476,,Oct,Postgraduate,"A Bachelor's degree with minimum 58% in Photography, another similar design-related programme, architecture or art history. Two or three design projects (can include the B.A. project) A written proposal for an M.A. project (around one DIN A4-sized page) Optional: portfolio containing more work",,,,,,,,,,,,,,,,,,,Postgraduate,Arts,Arts,24 Months,,English,,https://www.srh-berlin.de/en/master/photography-berlin/,Berlin,,,,0-10,English language proficiency test can be waived off.An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,,,,,,,
SRHU4775,BA in  Film & Motion Design (Berlin Campus),8730,,"Apr, Oct",Undergraduate,"For Admission to this program the students should have completed 13 years of Education with minimum 60% or higher from a recognised institution. 13yrs of Education includes 10+2+1st year of University Education. Portfolio is required with about 2 - 3 works from the cinematic field (e.g. script, scenic sketches, storyboard or links to finished works on Vimeo or YouTube).",,,,,,,,,,,,,,,,,,,Undergraduate,Arts,Arts,42 Months,,English,,https://www.srh-berlin.de/en/bachelor/degree-film-and-motion-design-berlin/,Berlin,,,,,English language profeciency test can be waived off. An additional enrolment fee of €900 is to be paid once at the start of the programme. ,,,,,,,,,
SRHU4775,M.A International Management in  Creative Leadership (Berlin Campus),12513,,"Apr, Oct",Postgraduate,3 years of Bachelor Degree with minimum 58% from a recognised university.,,,,,,,,,,,,,,,,,,,Postgraduate,Arts,Arts,24 Months,,English,,https://www.srh-berlin.de/en/master/creative-leadership-berlin/,Berlin,,,,0-10,English language profeciency test can be waved off.An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,,,,,,,
SRHU4775,MEng & Sustainable Technology Management - Focus on Mobility & Automotive Management (Berlin Campus),12513,,"Apr, Oct",Postgraduate,"Bachelor's degree in Engineering (Environmental Engineering, Electrical Engineering, Computer Science, Mechatronic Engineering, Mechanical Engineering, Civil Engineering etc.) or (Natural) Sciences with minimum 65%.",,,,,,6,6,6,6,,,87,6.5,,,,,59,Postgraduate,Engineering and Engineering Trades,Automotive Engineering,24 Months,,English,,https://www.srh-university-berlin.de/en/master/automotive-engineering-berlin/,Berlin,,,,0-10,An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,95,,,,,,
SRHU4775,BA in International Business Administration (Berlin Campus),8730,,"Apr, Oct",Undergraduate,For Admission to this program the students should have completed 13 years of Education with minimum 60% or higher from a recognised institution.13yrs of Education includes 10+2+1st year of University Education. This program is of 3.5 years duration (7 semesters) including internship/semester abroad (6 months) + internship in the final semester (14 weeks).,,,,,,,,,,,,,,,,,,,Undergraduate,"Commerce, Business and Administration","Business Management, Business Administration, Entrepreneurship, Innovation, Operations, Project Management, Event Management, Organizational Management, Health Management",42 Months,,English,,https://www.srh-university-berlin.de/en/bachelor/degree-business-administration-berlin/,Berlin,,,,,English language proficiency test can be waived off.An additional enrolment fee of €900 is to be paid once at the start of the programme.,,,,,,,,,
SRHU4775,MA in Social Design & Sustainable Innovation (Berlin Campus),10476,,"Oct, Apr",Postgraduate,"Bachelor's degree with minimum 58% in any field.&  2-3 creative works, which could be submitted as film(s), text(s), photo(s), illustration(s) or any other creative form of expression",,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration","Business Management, Business Administration, Entrepreneurship, Innovation, Operations, Project Management, Event Management, Organizational Management, Health Management",24 Months,,English,,https://www.srh-berlin.de/en/master/social-design-berlin/,Berlin,,,,0-10,English language proficiency test can be waived off.An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,,,,,,,
SRHU4775,Master of Business Administration in Sustainable Innovation and Entrepreneurship (Berlin Campus),13968,,"Apr, Oct",Postgraduate,Bachelor degree with minimum 58% and 2 years of relevant experience,,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration","Business Management, Business Administration, Entrepreneurship, Innovation, Operations, Project Management, Event Management, Organizational Management, Health Management",18 Months,,English,,https://www.srh-berlin.de/en/mba/sustainable-innovation-berlin/,Berlin,,,,0-10,English language proficiency test can be waived off.An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,,,,,,,
SRHU4775,M.A in Entrepreneurship (Berlin Campus),12513,,"Apr, Oct",Postgraduate,3 years of Bachelor Degree with minimum 58% from a recognised university.,,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration","Business Management, Business Administration, Entrepreneurship, Innovation, Operations, Project Management, Event Management, Organizational Management, Health Management",24 Months,,English,,https://www.srh-berlin.de/master/entrepreneurship-berlin/,Berlin,,,,0-10,English Language Proficiency test can be Waved off.An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,,,,,,,
SRHU4775,M.A International Management (Berlin Campus),12513,,"Apr, Oct",Postgraduate,3 years of Bachelor Degree with minimum 58% from a recognised university.,,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration","Business Management, Business Administration, Entrepreneurship, Innovation, Operations, Project Management, Event Management, Organizational Management, Health Management",24 Months,,English,,https://www.srh-university-berlin.de/en/master/international-management-berlin/,Berlin,,,,0-10,English Language Proficiency test can be Waved off.An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,,,,,,,
SRHU4775,MA in International Business and Leadership (Hamburg Campus),12513,,"Oct, Apr",Postgraduate,Three years Bachelor Degree with Minimum 58% in  Business/Management OR 3-year Bachelor's degree in another area + min. 6 months of work experience in business/management.,,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration","Business Management, Business Administration, Entrepreneurship, Innovation, Operations, Project Management, Event Management, Organizational Management, Health Management",24 Months,,English,,https://www.srh-university-berlin.de/en/master/international-business-hamburg/,Hamburg,,,,0-10,English Language Proficiency test can be Waved off.An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,,,,,,,
SRHU4775,MBA General Management (Berlin Campus),13968,,"Apr, Oct",Postgraduate,Bachelor degree with minimum 58% and 2 years of relevant work experience,,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration","Business Management, Business Administration, Entrepreneurship, Innovation, Operations, Project Management, Event Management, Organizational Management, Health Management",18 Months,,English,"Focus on Corporate Finance, Accounting, Human Resources, Leadership, Marketing, Service Management, Corporate Social Responsibility, Law, Corporate Governance",https://www.srh-berlin.de/en/mba/general-management-berlin/,Berlin,,,,0-10,English Language Proficiency test can be Waved off.An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,,,,,,,
SRHU4775,MBA International Healthcare Management  (Berlin Campus),13968,,"Apr, Oct",Postgraduate,Bachelor degree with minimum 58% and 2 years of relevant experience,,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration","Business Management, Business Administration, Entrepreneurship, Innovation, Operations, Project Management, Event Management, Organizational Management, Health Management",18 Months,,English,"Focus on Healthcare Decision Making, Healthcare Finance, Hospital Management, Marketing in Healthcare, Service Management, Corporate Social Responsibility and Governance in the Healthcare Industry, Social Law, Public Health Management",https://www.srh-hochschule-berlin.de/en/study-programmes/mba-programmes/mba-international-healthcare-management/,Berlin,,,,0-10,English Language Proficiency test can be Waved off.An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,,,,,,,
SRHU4775,"M.Eng. Engineering in International Business - Renewable Energy, Water and Waste management (Berlin Campus)",12513,,"Apr, Oct",Postgraduate,"Bachelor's degree in Engineering (Environmental Engineering, Electrical Engineering, Computer Science, Mechatronic Engineering, Mechanical Engineering, Civil Engineering etc.) or (Natural) Sciences with minimum 65%.",,,,,,6,6,6,6,,,87,6.5,,,,,59,Postgraduate,"Commerce, Business and Administration","Business Management, Business Administration, Entrepreneurship, Innovation, Operations, Project Management, Event Management, Organizational Management, Health Management",24 Months,,English,,https://www.srh-university-berlin.de/en/master/engineering-renewable-energy-berlin/,Berlin,,,,0-10,An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,95,,,,,,
SRHU4775,MA  in International Business & Leadership (Hamburg Campus),12513,,"Apr, Oct",Postgraduate,3-year Bachelor's degree in business/management with minimum 58% or Bachelor's degree in irrelevant field with minimum 58% + 6 months of relevant work experience,,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration","Business Management, Business Administration, Entrepreneurship, Innovation, Operations, Project Management, Event Management, Organizational Management, Health Management",24 Months,,English,,https://www.srh-campus-hamburg.de/en/study-programmes/international-business-leadership/,Hamburg,,,,0-10,English language proficiency test can be waived off.An additional enrolment fee of €900 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their Letter of Admission.,,,,,,,,,
