Course Code,Course Name,Tuition Fee,Application Fee,Intake,Degree,Minimum Level of Education Required,Min GPA,Min TOEFL (Reading),Min TOEFL (Writing),Min TOEFL (Listening),Min TOEFL (Speaking),Min IELTS (Reading),Min IELTS (Writing),Min IELTS (Listening),Min IELTS (Speaking),School ID,DLI#,Min TOEFL iBT,Min IELTS Overall,Min PTE (Reading),Min PTE (Writing),Min PTE (Listening),Min PTE (Speaking),Min PTE Overall,Level,Stream,Sub Stream,Duration,City,Language
,Graduate Diploma in Arts - History,27000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Social Science,History,per year,Christchurch,English
,Graduate Diploma in Arts - Cinema Studies,27000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Mass & Media,Cinema,per year,Christchurch,English
,Graduate Diploma in Arts - Classics,27000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Music,Classic,per year,Christchurch,English
,Graduate Diploma in Arts - Cultural Studies,27000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Education,Studies,per year,Christchurch,English
,Graduate Diploma in Arts - Human Services,27000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Social Science,Human Services,per year,Christchurch,English
,Graduate Diploma in Arts - Music,27000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Music,Music,per year,Christchurch,English
,Graduate Diploma in Arts - Philosophy,27000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Philosophy,per year,Christchurch,English
,Graduate Diploma in Arts - Political Science and International Relations,27000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Business,International Relations,per year,Christchurch,English
,Graduate Diploma in Arts - Psychology,27000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Psychology,per year,Christchurch,English
,Graduate Diploma in Arts - Sociology,27000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Social Science,Sociology,per year,Christchurch,English
,Graduate Diploma in Arts - Statistics,27000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Statistics,per year,Christchurch,English
,Graduate Diploma in Arts - Linguistics,27000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Linguistics,per year,Christchurch,English
,Graduate Diploma in Arts - Mathematics,27000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Mathematics,per year,Christchurch,English
,Graduate Diploma in Arts - Media and Communication,27000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Mass & Media,Communication,per year,Christchurch,English
,Graduate Diploma in Commerce - Accounting,29500,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Business,Accounts,per year,Christchurch,English
,Graduate Diploma in Commerce - Management,29500,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Business,Management,per year,Christchurch,English
,Graduate Diploma in Commerce - Marketing,29500,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Business,Marketing,per year,Christchurch,English
,Graduate Diploma in Journalism,0,,Feb,1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Mass & Media,Journalism,per year,Christchurch,English
,Graduate Diploma in Science (Medicinal Chemistry),34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Chemistry,per year,Christchurch,English
,Graduate Diploma in Strategic Communication,0,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Mass & Media,Communication,per year,Christchurch,English
,Graduate Diploma in Teaching and Learning (Early Childhood),30000,,Feb,1 year,,,19,19,19,19,7,7,7,7,UOCB1001,,94,7,65,65,65,65,65,Graduate Diploma,Education,Teaching,per year,Christchurch,English
,Graduate Diploma in Commerce - Economics,29500,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Social Science,Economics,per year,Christchurch,English
,Graduate Diploma in Commerce - Finance,29500,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Business,Finance,per year,Christchurch,English
,Graduate Diploma in Commerce - Information Systems,29500,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Information Systems,per year,Christchurch,English
,Postgraduate Diploma in Arts - Anthropology,26000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Anthropology,per year,Christchurch,English
,Postgraduate Diploma in Arts - Classics,26000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Music,Classic,per year,Christchurch,English
,Postgraduate Diploma in Arts - Cultural Studies,26000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Education,Studies,per year,Christchurch,English
,Postgraduate Diploma in Arts - Digital Humanities,26000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Social Science,Humanities,per year,Christchurch,English
,Postgraduate Diploma in Arts - Economics,26000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Social Science,Economics,per year,Christchurch,English
,Postgraduate Diploma in Arts - Education,26000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Education,Education,per year,Christchurch,English
,Postgraduate Diploma in Arts - English,26000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Education,Language,per year,Christchurch,English
,Postgraduate Diploma in Arts - Art History,26000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Social Science,History,per year,Christchurch,English
,Postgraduate Diploma in Arts - Art Theory,26000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Arts,Theory,per year,Christchurch,English
,Postgraduate Diploma in Arts - Cinema Studies,26000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Mass & Media,Cinema,per year,Christchurch,English
,Postgraduate Diploma in Arts - European Studies,26000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Education,Studies,per year,Christchurch,English
,Postgraduate Diploma in Arts - Linguistics,26000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Linguistics,per year,Christchurch,English
,Postgraduate Diploma in Arts - Mathematics,26000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Mathematics,per year,Christchurch,English
,Postgraduate Diploma in Arts - Media and Communication,26000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Mass & Media,Communication,per year,Christchurch,English
,Postgraduate Diploma in Arts - Music,26000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Music,Music,per year,Christchurch,English
,Postgraduate Diploma in Arts - Philosophy,26000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Philosophy,per year,Christchurch,English
,Postgraduate Diploma in Arts - Political Science and International Relations,26000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Business,International Relations,per year,Christchurch,English
,Postgraduate Diploma in Arts - Geography,26000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Social Science,Geography,per year,Christchurch,English
,Postgraduate Diploma in Arts - History,26000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Social Science,History,per year,Christchurch,English
,Postgraduate Diploma in Arts - Human Services,26000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Social Science,Human Services,per year,Christchurch,English
,Postgraduate Diploma in Arts - Psychology,26000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Psychology,per year,Christchurch,English
,Postgraduate Diploma in Arts - Translation and Interpreting,26000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Education,Translation & Interpreting,per year,Christchurch,English
,Postgraduate Diploma in Business (Management of Information Systems),27500,,"Feb, Aug",9 Month,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Business,Information System,per year,Christchurch,English
,Postgraduate Diploma in Education - e-Learning and Digital Technologies,30700,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Education,Learning,per year,Christchurch,English
,Postgraduate Diploma in Education - Inclusive and Special Education,30700,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Education,Education,per year,Christchurch,English
,Postgraduate Diploma in Education - Leadership,30700,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Business,Leadership,per year,Christchurch,English
,Postgraduate Diploma in Education - Literacy,30700,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Education,Education,per year,Christchurch,English
,Postgraduate Diploma in Arts - Social Work,26000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Social Science,Social Work,per year,Christchurch,English
,Postgraduate Diploma in Arts - Sociology,26000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Social Science,Sociology,per year,Christchurch,English
,Postgraduate Diploma in Arts - Statistics,26000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Statistics,per year,Christchurch,English
,Postgraduate Diploma in Education - Positive Behaviour Support,30700,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Education,Education,per year,Christchurch,English
,Postgraduate Diploma in Fine Arts - Painting,35800,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Fine Arts,Painting,per year,Christchurch,English
,Postgraduate Diploma in Fine Arts - Photography,35800,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Fine Arts,Photography,per year,Christchurch,English
,Postgraduate Diploma in Fine Arts - Sculpture,35800,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Fine Arts,Sculpture,per year,Christchurch,English
,Postgraduate Diploma in Health Sciences - Environment and Health,24500,,"Feb, Jul",2 years,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Health Science,Environmental Science,per year,Christchurch,English
,Postgraduate Diploma in Health Sciences - Health and Community,24500,,"Feb, Jul",2 years,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Health Science,Health,per year,Christchurch,English
,Postgraduate Diploma in Health Sciences - Health Behaviour Change,24500,,"Feb, Jul",2 years,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Health Science,Health,per year,Christchurch,English
,Postgraduate Diploma in Education - Teaching and Learning Languages,30700,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Education,Teaching,per year,Christchurch,English
,Postgraduate Diploma in Fine Arts - Film,35800,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Mass & Media,Film,per year,Christchurch,English
,Postgraduate Diploma in Fine Arts - Graphic Design,35800,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Design,Graphic Design,per year,Christchurch,English
,Postgraduate Diploma in Health Sciences - Health Information Management,24500,,"Feb, Jul",2 years,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Health Science,Health Information Management,per year,Christchurch,English
,Bachelor of Arts with Honours - Art Theory,27000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Arts,Arts,per year,Christchurch,English
,Bachelor of Arts with Honours - Cinema Studies,27000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Mass & Media,Cinema,per year,Christchurch,English
,Bachelor of Arts with Honours - Classics,27000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Music,Classic,per year,Christchurch,English
,Bachelor of Arts with Honours - Cultural Studies,27000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Education,Studies,per year,Christchurch,English
,Bachelor of Arts with Honours - Digital Humanities,27000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Social Science,Humanities,per year,Christchurch,English
,Bachelor of Arts with Honours - Economics,29500,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Social Science,Economics,per year,Christchurch,English
,Postgraduate Diploma in Health Sciences - Palliative Care,24500,,"Feb, Jul",2 years,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Health Science,Health,per year,Christchurch,English
,Bachelor of Arts with Honours - Anthropology,27000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Science,Anthropology,per year,Christchurch,English
,Bachelor of Arts with Honours - Art History,27000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Arts,Arts,per year,Christchurch,English
,Bachelor of Arts with Honours - Education,27000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Education,Education,per year,Christchurch,English
,Bachelor of Arts with Honours - History,27000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Social Science,History,per year,Christchurch,English
,Bachelor of Arts with Honours - Human Services,27000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Social Science,Human Services,per year,Christchurch,English
,Bachelor of Arts with Honours - Linguistics,27000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Science,Linguistics,per year,Christchurch,English
,Bachelor of Arts with Honours - Mathematics,34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Science,Mathematics,per year,Christchurch,English
,Bachelor of Arts with Honours - Media and Communication,27000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Mass & Media,Communication,per year,Christchurch,English
,Bachelor of Arts with Honours - Music,32000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Music,Music,per year,Christchurch,English
,Bachelor of Arts with Honours - Philosophy,27000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Science,Philosophy,per year,Christchurch,English
,Bachelor of Arts with Honours - English,27000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Education,Language,per year,Christchurch,English
,Bachelor of Arts with Honours - European Studies,27000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Education,Studies,per year,Christchurch,English
,Bachelor of Arts with Honours - Geography,34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Social Science,Geography,per year,Christchurch,English
,Bachelor of Arts with Honours - Political Science and International Relations,27000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Business,International Relations,per year,Christchurch,English
,Bachelor of Arts with Honours - Statistics,34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Science,Statistics,per year,Christchurch,English
,Bachelor of Arts with Honours - Translation and Interpreting,27000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Education,Translation & Interpreting,per year,Christchurch,English
,Bachelor of Commerce with Honours - Accounting,30625,,Feb,1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Business,Accounts,per year,Christchurch,English
,Bachelor of Commerce with Honours - Economics,30625,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Social Science,Economics,per year,Christchurch,English
,Bachelor of Commerce with Honours - Finance,30625,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Business,Finance,per year,Christchurch,English
,Bachelor of Commerce with Honours - Information Systems,30625,,Feb,1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Business,Information System,per year,Christchurch,English
,Bachelor of Commerce with Honours - Management,30625,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Business,Management,per year,Christchurch,English
,Bachelor of Arts with Honours - Psychology,34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Science,Psychology,per year,Christchurch,English
,Bachelor of Arts with Honours - Social Work,27000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Social Science,Social Work,per year,Christchurch,English
,Bachelor of Arts with Honours - Sociology,27000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Social Science,Sociology,per year,Christchurch,English
,Bachelor of Commerce with Honours - Marketing,30625,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Business,Marketing,per year,Christchurch,English
,Bachelor of Music with Honours - Performance,32000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Music,Music,per year,Christchurch,English
,Bachelor of Science with Honours - Astronomy,34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Science,Astronomy,per year,Christchurch,English
,Bachelor of Science with Honours - Biochemistry,34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Science,Biochemistry,per year,Christchurch,English
,Bachelor of Science with Honours - Biological Sciences,34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Science,Biological Science,per year,Christchurch,English
,Bachelor of Science with Honours - Biotechnology,34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Science,Biotechnology,per year,Christchurch,English
,Bachelor of Science with Honours - Cellular and Molecular Biology,34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Science,Biology,per year,Christchurch,English
,Bachelor of Commerce with Honours - Taxation and Accounting,30625,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Business,Accounts,per year,Christchurch,English
,Bachelor of Music with Honours - Composition,32000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Music,Music,per year,Christchurch,English
,Bachelor of Music with Honours - Musicology,32000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Music,Music,per year,Christchurch,English
,Bachelor of Science with Honours - Chemistry,34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Science,Chemi,per year,Christchurch,English
,Bachelor of Science with Honours - Ecology,34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Social Science,Ecology,per year,Christchurch,English
,Bachelor of Science with Honours - Economics,29500,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Social Science,Economics,per year,Christchurch,English
,Bachelor of Science with Honours - Economics and Mathematics,34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Social Science,Economics,per year,Christchurch,English
,Bachelor of Science with Honours - Environmental Science,34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Science,Environmental Science,per year,Christchurch,English
,Bachelor of Science with Honours - Finance and Mathematics,34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Business,Finance,per year,Christchurch,English
,Bachelor of Science with Honours - Finance and Statistics,34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Business,Finance,per year,Christchurch,English
,Bachelor of Science with Honours - Financial Engineering,34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Business,Finance,per year,Christchurch,English
,Bachelor of Science with Honours - Computational and Applied Mathematical Sciences,34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Science,Mathematics,per year,Christchurch,English
,Bachelor of Science with Honours - Computer Science,34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,IT,Computer Science,per year,Christchurch,English
,Bachelor of Science with Honours - Data Science,34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,IT,Data Science,per year,Christchurch,English
,Bachelor of Science with Honours - Geography,34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Social Science,Geography,per year,Christchurch,English
,Bachelor of Science with Honours - Mathematics and Statistics,34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Science,Mathematics,per year,Christchurch,English
,Bachelor of Science with Honours - Mathematical Physics,34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Science,Mathematics,per year,Christchurch,English
,Bachelor of Science with Honours - Medical Physics,34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Science,Physics,per year,Christchurch,English
,Bachelor of Science with Honours - Microbiology,34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Science,Microbiology,per year,Christchurch,English
,Bachelor of Science with Honours - Physics,34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Science,Physics,per year,Christchurch,English
,Bachelor of Science with Honours - Psychology,34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Science,Psychology,per year,Christchurch,English
,Bachelor of Science with Honours - Statistics,34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Science,Statistics,per year,Christchurch,English
,Bachelor of Science with Honours - Geology,34000,,"Feb, Jul",1 year,,,19,19,19,19,6,6,6,6,UOCB1001,,90,6.5,50,50,50,50,58,Bachelor's Degree,Social Science,Geology,per year,Christchurch,English
