Course Code,Course Name,Tuition Fee,Application Fee,Intake,Degree,Minimum Level of Education Required,Min GPA,Min TOEFL (Reading),Min TOEFL (Writing),Min TOEFL (Listening),Min TOEFL (Speaking),Min IELTS (Reading),Min IELTS (Writing),Min IELTS (Listening),Min IELTS (Speaking),School ID,DLI#,Min TOEFL iBT,Min IELTS Overall,
,Bachelor of Arts and Science - Music/Geography,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Music/Kinesiology,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Music/Mathematics,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Music/Physics,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Music/Psychology,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Philosophy/Biological Sciences,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Philosophy/Computer Science,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Philosophy/Chemistry,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Philosophy/Geography,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Philosophy/Kinesiology,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Philosophy/Mathematics,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Philosophy/Physics,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Philosophy/Psychology,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Political Science/Biological Sciences,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Political Science/Computer Science,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Political Science/Chemistry,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Political Science/Geography,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Political Science/Kinesiology,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Political Science/Mathematics,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Political Science/Physics,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Political Science/Psychology,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Psychology/Biological Sciences,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Psychology/Computer Science,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Psychology/Chemistry,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Psychology/Geography,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Psychology/Kinesiology,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Psychology/Mathematics,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Psychology/Physics,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Religious Studies/Biological Sciences,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Religious Studies/Computer Science,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Religious Studies/Chemistry,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Religious Studies/Geography,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Religious Studies/Kinesiology,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Religious Studies/Mathematics,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Religious Studies/Physics,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Religious Studies/Psychology,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Sociology/Biological Sciences,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Sociology/Computer Science,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Sociology/Chemistry,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Sociology/Geography,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Sociology/Kinesiology,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Sociology/Mathematics,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Sociology/Physics,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Sociology/Psychology,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Women and Gender Studies/Biological Sciences,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Women and Gender Studies/Computer Science,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Women and Gender Studies/Chemistry,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Women and Gender Studies/Geography,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Women and Gender Studies/Kinesiology,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Women and Gender Studies/Mathematics,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Women and Gender Studies/Physics,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts and Science - Women and Gender Studies/Psychology,"18,661.00",140,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,16,18,16,16,6,6,6,6,24,DLI#:O18776949622,80,6,
,Bachelor of Arts - Honours Arts and Business - Fine Arts (Optional Co-op),"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Global Business and Digital Arts,"32,496.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Science - Science and Business (Optional Co-op),"30,562.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Science - Honours Science,"30,562.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Mathematics - Business Administration (Optional Co-op),"31,646.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,90.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Applied Science - Civil Engineering (Co-op),"44,614.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,95.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Computer Science (Optional Co-op),"31,646.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,95.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Honours Arts and Business (Optional Co-op),"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Accounting and Financial Management (Co-op),"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,88.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Science - Health Studies (Optional Co-op),"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Science - Kinesiology (Optional Co-op),"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Public Health (Optional Co-op),"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,88.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Recreation and Leisure Studies (Optional Co-op),"29,230.00",251,"Start: Deadline: Mar 2020, Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Recreation and Sport Business (Optional Co-op),"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Therapeutic Recreation (Optional Co-op),"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Arts - Tourism Development (Optional Co-op),"29,230.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Architectural Studies - Architecture (Co-op),"43,332.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,88.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Applied Science - Biomedical Engineering (Co-op),"44,614.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,95.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Applied Science - Chemical Engineering (Co-op),"44,614.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,95.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Applied Science - Computer Engineering (Co-op),"44,614.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,95.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Applied Science - Electrical Engineering (Co-op),"44,614.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,95.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Applied Science - Environmental Engineering (Co-op),"44,614.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,95.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Applied Science - Software Engineering (Co-op),"44,614.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,95.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Applied Science - Mechanical Engineering (Co-op),"44,614.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,95.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Applied Science - Management Engineering (Co-op),"44,614.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,95.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Applied Science - Geological Engineering (Co-op),"44,614.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,95.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Applied Science - Mechatronics Engineering (Co-op),"44,614.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,95.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Applied Science - Systems Design Engineering (Co-op),"44,614.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,95.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Applied Science - Nanotechnology Engineering (Co-op),"44,614.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,95.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Mathematics - Actuarial Science (Optional Co-op),"31,646.00",251,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,88.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Mathematics - Applied Mathematics (Optional Co-op),"31,646.00",251,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,88.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Mathematics - Combinatorics and Optimization (Optional Co-op),"31,646.00",251,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,88.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Mathematics - Computational Mathematics (Optional Co-op),"31,646.00",251,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,88.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Computing and Financial Management (Co-op),"31,646.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,95.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Mathematics - Information Technology Management (Optional Co-op),"31,646.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,88.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Mathematics - Mathematical Economics (Optional Co-op),"31,646.00",251,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,88.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Mathematics - Mathematical Finance (Optional Co-op),"31,646.00",251,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,88.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Mathematics - Mathematical Optimization (Optional Co-op),"31,646.00",251,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,88.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Mathematics - Mathematical Physics (Optional Co-op),"31,646.00",251,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,88.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Mathematics (Optional Co-op),"31,646.00",251,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,90.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Mathematics - Mathematics Teaching (Co-op),"31,646.00",251,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,88.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Mathematics - Pure Mathematics (Optional Co-op),"31,646.00",251,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,88.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Mathematics - Statistics (Optional Co-op),"31,646.00",251,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,88.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Mathematics - Biostatistics (Optional Co-op),"31,646.00",251,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,88.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Mathematics - Chartered Professional Accountancy (Co-op),"31,646.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,90.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Mathematics - Financial Analysis and Risk Management (Optional Co-op),"31,646.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,90.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Double Degree - Bachelor of Business Administration & Bachelor of Computer Science (Co-op),"31,646.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,95.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Double Degree - Bachelor of Business Administration & Bachelor of Mathematics (Co-op),"31,646.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,90.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Science - Life Sciences (Optional Co-op),"30,562.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Science - Biochemistry (Optional Co-op),"30,562.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Science - Biology (Optional Co-op),"30,562.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Science - Biomedical Sciences,"30,562.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Science - Chemistry (Optional Co-op),"30,562.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Science - Life Physics (Optional Co-op),"30,562.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Science - Environmental Science (Optional Co-op),"30,562.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Science - Earth Sciences (Optional Co-op),"30,562.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Science - Physics and Astronomy (Optional Co-op),"30,562.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Science - Physics (Optional Co-op),"30,562.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Science - Medicinal Chemistry (Co-op),"30,562.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Science - Materials and Nanosciences (Optional Co-op),"30,562.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Science - Biotechnology/Economics (Co-op),"30,562.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,88.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Science - Science and Aviation,"30,562.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
,Bachelor of Science - Psychology (Optional Co-op),"30,562.00",251,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,85.00%,,25,,25,6,6.5,6,6.5,2,DLI#:O19305471522,90,6.5,
